Name,Ticker,"Sub-Sector","Market Cap","1D Change in Put OI","Highest 1D OI Change CE Strike","1 D Change in Call OI","1D Change in Future OI","Highest 1D OI Change PE Strike","1D Change in Future Volume","Highest 1W OI Change CE Strike","1W Change in Future OI","1W Change in Call OI","Percentage Rollover","Rollover Cost","Put Call Ratio","Highest Put OI Strike","Put Open Interest","Call Open Interest","Future Volume","Future Open Interest","Lot Size","Future Close Price","Basis","Fair Value Spread","Fair Value","Calendar Spread","Highest Call OI Strike","Cash & Carry Profit","1W Change in Future Volume","1W Change in Put OI","Highest 1W OI Change PE Strike"
Amiable Logistics (India) Ltd,AMIABLE,"Logistics","17.176065",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal Cushion Vinyl Products Ltd,ROYALCU,,"17.171642675999998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sailani Tours N Travels Ltd,SAILANI,,"17.1696",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaushalya Infrastructure Development Corporation Ltd,KAUSHALYA,"Construction & Engineering","17.14216185",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver Oak (India) Ltd,SILVOAK,"Alcoholic Beverages","17.132156",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vera Synthetic Ltd,VERA,"Textiles","17.12445",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid India Industries Ltd,MIDINDIA,"Textiles","17.115",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bombay Wire Ropes Ltd,BOMBWIR,"Iron & Steel","17.1130975",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chennai Meenakshi Multispeciality Hospital Ltd,CMMHOSP,"Hospitals & Diagnostic Centres","17.0664822",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty Auto ETF,ICICIAUTO,"Equity","17.035611191999998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daikaffil Chemicals India Ltd,DAIKAFFI,"Specialty Chemicals","17.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advance Lifestyles Ltd,ADVLIFE,"Textiles","16.9962975",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Nachammai Cotton Mills Ltd,SRINACHA,"Textiles","16.9635",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jigar Cables Ltd,JIGAR,"Cables","16.9523091204501",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Integra Telecommunication and Software Ltd,INTELSOFT,"Technology Hardware","16.9488",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achyut Healthcare Ltd,ACHYUT,,"16.91991",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gradiente Infotainment Ltd,GRADIENTE,"Movies & TV Serials","16.88805",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yash Management and Satellite Ltd,YASHMGM,,"16.864",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephanotis Finance Ltd,STEPHANOTIS,"Specialized Finance","16.768388",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polymac Thermoformers Ltd,POLYMAC,"Plastic Products","16.759508",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valson Industries Ltd,VALSONQ,"Textiles","16.700544",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodium Realty Ltd,RODIUM,"Real Estate","16.6779665",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Stamps and Coin Ltd,ALEXANDER,"Diversified Financials","16.57536",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humming Bird Education Ltd,HBEL,,"16.551",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Petro Products and Exports Ltd,ASINPET,"Paper Products","16.549625",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earum Pharmaceuticals Ltd,EARUM,"Pharmaceuticals","16.5299988",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lypsa Gems & Jewellery Ltd,LYPSAGEMS,"Precious Metals, Jewellery & Watches","16.51104",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cranex Ltd,CRANEX,,"16.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
York Exports Ltd,YORKEXP,"Textiles","16.47772",,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Steel and Agro Industries Ltd,NATNLSTEEL,"Iron & Steel","16.465",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventura Textiles Ltd,VENTURA,"0","16.457482494",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayatma Enterprises Ltd,JAYATMA,"Business Support Services","16.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bloom Industries Ltd,BLOIN,"Iron & Steel","16.434",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radha Madhav Corp Ltd,RMCL,"Packaging","16.4332395",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omnitex Industries (India) Ltd,OMNITEX,"Commodities Trading","16.4170105",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supremex Shine Steels Ltd,SUPREMEX,,"16.4008",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruition venture Ltd,FRUTION,"Investment Banking & Brokerage","16.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBI ETF Consumption,SBIETFCON,"Equity","16.390346702",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pradhin Ltd,PRADHIN,"Agro Products","16.364868",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veerhealth Care Ltd,VEERHEALTH,"Pharmaceuticals","16.364801680000003",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vani Commercials Ltd,VANICOM,"Investment Banking & Brokerage","16.3194618",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfa Ica India Ltd,ALFAICA,"Home Furnishing","16.3014",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amrapali Fincap Ltd,AMRAFIN,"Diversified Financials","16.28928",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP Nifty Midcap 150 Quality 50 ETF,DSPQ50ETF,"Equity","16.197496464",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hathway Bhawani Cabletel and Datacom Ltd,HATHWAYB,"Cable & D2H","16.1595",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhakti Gems and Jewellery Ltd,BGJL,"Precious Metals, Jewellery & Watches","16.14241545",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arman Holdings Ltd,ARMAN,"Diversified Financials","16.1264975",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Foundry Ltd,GFSTEELS,"Iron & Steel","15.97575",,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFC Nifty 50 Value 20 ETF,HDFCVALUE,"Equity","15.966448",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPL Plastics Ltd,MPL,"Commodity Chemicals","15.9462996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Bhavya Fabrics Ltd,SBFL,"Textiles","15.9125",,,,,,,,,,,,,,,,,,,,,,,,,,,,
E L Forge Ltd,ELFORGE,"Iron & Steel","15.893605728",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trans Freight Containers Ltd,TRANSFRE,"Industrial Machinery","15.8752832",,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMS Medisurgi Ltd,KMSMEDI,,"15.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,
A B Infrabuild Ltd,ABINFRA,"Construction & Engineering","15.83680875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuway Organic Naturals India Ltd,NUWAY,"Alcoholic Beverages","15.767325",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMVD Poly Pack Ltd,SMVD,"Packaging","15.74726956",,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCL Enterprises Ltd,BCLENTERPR,"Diversified Financials","15.741",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spentex Industries Ltd,SPENTEX,"Textiles","15.710106125",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamanwala Housing Construction Ltd,KAMANWALA,,"15.69978024",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anka India Ltd,ANKIN,"IT Services & Consulting","15.684455",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eureka Industries Ltd,EUREKAI,"Textiles","15.6625",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishita Drugs and Industries Ltd,ISHITADR,"Pharmaceuticals","15.639269",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elegant Floriculture & Agrotech (India) Ltd,ELEFLOR,"Agro Products","15.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athena Constructions Ltd,ATHCON,"Real Estate","15.525",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata Nifty India Digital Etf,TNIDETF,"Equity","15.501888424",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTCL Ltd,RAGHUTOB,"Real Estate","15.4815093",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sibar Auto Parts Ltd,SIBARAUT,"Auto Parts","15.4674936",,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asian Enterprises Ltd,SAENTER,"Electronic Equipments","15.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,
COSYN Ltd,COSYN,"IT Services & Consulting","15.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kartik Investments Trust Ltd,KARTKIN,"Diversified Financials","15.3964",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coastal Roadways Ltd,COARO,,"15.3422905",,,,,,,,,,,,,,,,,,,,,,,,,,,,
C J Gelatine Products Ltd,CJGEL,"Specialty Chemicals","15.306294",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Ramakrishna Mills (Coimbatore) Ltd,SRMCL,,"15.3044095",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sellwin Traders Ltd,SELLWIN,"Commodities Trading","15.252",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trishakti Electronics and Industries Ltd,TRISHAKT,"Oil & Gas - Equipment & Services","15.239178",,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFC Nifty 100 ETF,HDFCNIF100,"Equity","15.224317124999999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reliable Ventures India Ltd,RELIABVEN,"Hotels, Resorts & Cruise Lines","15.2198278",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP Refractories Ltd,SPRL,"Cement","15.21075",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kotak Midcap 50 ETF,KOTAKMID50,"Equity","15.187976201999998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanblue Corporation Ltd,SANBLUE,"Commodities Trading","15.14871225",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oasis Securities Ltd,OASISEC,"Diversified Financials","15.1145",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norris Medicines Ltd,NORRIS,"Pharmaceuticals","15.101057",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polo Hotels Ltd,POLOHOT,"0","15.057872269",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aroma Enterprises (India) Ltd,AROMAENT,"FMCG - Tobacco","15.057268",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Techindia Nirman Ltd,TECHIN,"Real Estate","15.0423",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharad Fibres and Yarn Processors Ltd,SHARDFI,"Textiles","15.042248",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sai Industries Ltd,SAINDUS,"Diversified Financials","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indus Finance Ltd,INDUSFINL,,"14.998446",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard Batteries Ltd,STDBAT,"Diversified Financials","14.94455125",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Easy Fincorp Ltd,EASYFIN,"Consumer Finance","14.914375",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhagawati Oxygen Ltd,BHAGWOX,"Commodity Chemicals","14.860825825",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Karthik Papers Ltd,SHKARTP,,"14.81025",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esaar (India) Ltd,ESARIND,"Diversified Financials","14.80037",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jet infraventure Ltd,JETINFRA,"Real Estate","14.79776",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manraj Housing Finance Ltd,MANRAJH,,"14.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Healthy Life Agritec Ltd,HEALTHYLIFE,,"14.74804",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parmax Pharma Ltd,PARMAX,,"14.7220155",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vedant Asset Ltd,VEDANTASSET,,"14.70552",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lime Chemicals Ltd,LIMECHM,"Commodity Chemicals","14.700685280000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thambbi Modern Spinning Mills Ltd,THAMBBI,"Real Estate","14.6374358",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welterman International Ltd,WELTI,"Fertilizers & Agro Chemicals","14.5896705",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Octavius Plantations Ltd,OCTAVIUSPL,,"14.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maitri Enterprises Ltd,MAITRI,"Pharmaceuticals","14.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Integrated Capital Services Ltd,ICSL,"Business Support Services","14.518272",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naturo Indiabull Ltd,NATURO,,"14.481228159999999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suryavanshi Spinning Mills Ltd,SURYVANSP,"Textiles","14.4802992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalan Transolutions (India) Ltd,JALAN,"Logistics","14.4645339",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opal Luxury Time Products Ltd,OPAL,"Precious Metals, Jewellery & Watches","14.4637458666737",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat Terce Laboratories Ltd,GUJTERC,"Pharmaceuticals","14.4324835",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shirpur Gold Refinery Ltd,SHIRPUR-G,"Precious Metals, Jewellery & Watches","14.42291499",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ras Resorts and Apart Hotels Ltd,RASRESOR,"Hotels, Resorts & Cruise Lines","14.41016709",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siel Financial Services Ltd,SIELFNS,"Specialized Finance","14.361190032",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirae Asset Hang Seng TECH ETF,MAHKTECH,"Equity","14.354740188",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mena Mani Industries Ltd,MENAMANI,,"14.349619569999998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shantidoot Infra Services Ltd,SISL,,"14.31208",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triveni Enterprises Ltd,TRIVENIENT,"Commodities Trading","14.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iykot Hitech Toolroom,IYKOTHITE,"Industrial Machinery","14.2974",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gayatri Sugars Ltd,GAYATRI,"Sugar","14.203683975",,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIL Securities Ltd,CILSEC,,"14.175",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regent Enterprises Ltd,REGENTRP,,"14.152035203999999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuvraaj Hygiene Products Ltd,YUVRAAJHPL,"FMCG - Household Products","14.142399336000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libord Finance Ltd,LIBORDFIN,"Diversified Financials","14.1143",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kachchh Minerals Ltd,KACHCHH,"Mining - Diversified","14.047385",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taaza International Ltd,TAAZAINT,,"14.04444285",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supreme (India) Impex Ltd,SIIL,"Textiles","13.953295744999998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genesis IBRC India Ltd,GENESIS,"0","13.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sawaca Business Machines Ltd,SAWABUSI,"Commodities Trading","13.8435979",,,,,,,,,,,,,,,,,,,,,,,,,,,,
S & S Power Switchgear Ltd,S&SPOWER,"Electrical Components & Equipments","13.826",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICICI Prudential NV20 ETF,ICICINV20,"Equity","13.801773789",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safa Systems & Technologies Ltd,SSTL,,"13.79595825",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MY Money Securities Ltd,MYMONEY,"Investment Banking & Brokerage","13.7666868",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quality RO Industries Ltd,QRIL,,"13.7609",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muller and Phipps (India) Ltd,MULLER,"FMCG - Personal Products","13.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRU Steels Ltd,SRUSTEELS,"Iron & Steel","13.666149",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Destiny Logistics & Infra Ltd,DESTINY,"Logistics","13.65685",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abhishek Finlease Ltd,ABHIFIN,"Consumer Finance","13.64448",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soni Medicare Ltd,SML,"Hospitals & Diagnostic Centres","13.605031",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vishvprabha Ventures Ltd,VISVEN,"Investment Banking & Brokerage","13.5485",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Getalong Enterprise Ltd,GETALONG,,"13.53016",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vapi Enterprise Ltd,VAPIPPR,,"13.5289985",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apis India Ltd,APIS,"0","13.527236580000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pecos Hotels and Pubs Ltd,PECOS,"0","13.47861375",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jointeca Education Solutions Ltd,JOINTECAED,"Software Services","13.4705785",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmessar Biotech and Nutrition Ltd,EMMESSA,,"13.4644895",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tradewell Holdings Ltd,TRADEWELL,,"13.44469",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meyer Apparel Ltd,MAL,"Apparel & Accessories","13.4431326",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palm Jewels Limited,PALMJEWELS,,"13.4046816",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prima Agro Ltd,PRIMAGR,"Agro Products","13.3768675",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roopshri Resorts Ltd,ROOPSHRI,"0","13.365659032917",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interstate Oil Carrier Ltd,INTSTOIL,"Logistics","13.3044795",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advance Syntex Ltd,ASYL,"Commodity Chemicals","13.272142364",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cindrella Hotels Ltd,CINDHO,,"13.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jai Mata Glass Ltd,JAIMATAG,"Housewares","13.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentokey Organy (India) Ltd,PNTKYOR,"Commodities Trading","13.1725209",,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKV Industries Ltd,BKV,"Packaged Foods & Meats","13.1312964",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yarn Syndicate Ltd,YARNSYN,"Textiles","13.125",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inducto Steels Ltd,INDCTST,"Metals - Diversified","13.11633431",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICICI Prudential Consumption ETF,ICICICONSU,"Equity","13.10207943",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prabhat Dairy Ltd,PRABHAT,"FMCG - Foods","13.060374884345299",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sterling Greenwoods Ltd,STRGRENWO,"Real Estate","13.05823904",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uniroyal Industries Ltd,UNIROYAL,,"13.023234",,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCU Data Management Ltd,VCU,"Electronic Equipments","13.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramasigns Industries Ltd,RAMASIGNS,"Stationery","12.99025",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conart Engineers Ltd,CONART,,"12.8897",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumeru Industries Ltd,SUMERUIND,,"12.888",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rishab Special Yarns Ltd,RISHYRN,,"12.854127",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amrapali Capital and Finance Services Ltd,ACFSL,"Investment Banking & Brokerage","12.8197446",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurotex Industries and Exports Ltd,EUROTEXIND,"Textiles","12.818552225",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golkonda Aluminium Extrusions Ltd,GOLKONDA,"Metals - Aluminium","12.80490687",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP Nifty 50 ETF,DSPN50ETF,"Equity","12.801381996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPIL Corporation Ltd,MPILCORPL,,"12.800466915000001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titaanium Ten Enterprise Ltd,TITAANIUM,"Textiles","12.7841633",,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFC Nifty Private Bank ETF,HDFCPVTBAN,"Equity","12.781170502",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muzali Arts Ltd,MUZALI,,"12.772518",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarda Proteins Ltd,SRDAPRT,"Packaged Foods & Meats","12.77166",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Latex Ltd,SOUTLAT,,"12.768212",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Super Fine Knitters Ltd,SKL,"Apparel & Accessories","12.7648621",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surya India Ltd,SURYAINDIA,"Real Estate","12.7491434",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bil Energy Systems Ltd,BILENERGY,"Industrial Machinery","12.68496",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lakshmi Saraswathi Textiles (Arni) Ltd,SLSTLQ,"Textiles","12.68111375",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Usha Martin Education And Solutions Ltd,UMESLTD,"Education Services","12.67958928",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya BSL Sensex ETF,BSLSENETFG,"Equity","12.67263724",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhyaani Tile & Marblez Ltd,DHYAANI,,"12.6464",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon India ETF Long Term Gilt,LTGILTBEES,"Debt","12.591982437999999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity League India Ltd,TRINITYLEA,,"12.5912465",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supertex Industries Ltd,SUPERTEX,"Textiles","12.5888652",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajdarshan Industries Ltd,ARENTERP,"Mining - Diversified","12.588615",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pan Electronics India Ltd,PANELEC,"Electrical Components & Equipments","12.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhusudan Industries Ltd,MADHUDIN,,"12.5775",,,,,,,,,,,,,,,,,,,,,,,,,,,,
S V Trading and Agencies Ltd,ZSVTRADI,"Investment Banking & Brokerage","12.5685",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daulat Securities Ltd,DAULAT,"Investment Banking & Brokerage","12.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI Capital & Financial Services Ltd,SICAPIT,"Tour & Travel Services","12.478",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kavveri Telecom Products Ltd,KAVVERITEL,"Communication & Networking","12.4770412",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glance Finance Ltd,GLANCE,,"12.4638475",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samyak International Ltd,SAMYAKINT,,"12.463164",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harish Textile Engineers Ltd,HARISH,"Industrial Machinery","12.45996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfa Transformers Ltd,ALFATRAN,"Heavy Electrical Equipments","12.426575909999999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antarctica Ltd,ANTGRAPHIC,"Packaging","12.400768",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulasee Bio-Ethanol Ltd,TULASEEBIOE,"0","12.37551",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Velox Industries Ltd,VELOXIND,"Soft Drinks","12.327804",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quantum Nifty ETF,QNIFTY,"Equity","12.214835948",,,,,,,,,,,,,,,,,,,,,,,,,,,,
KJMC Corporate Advisors (India) Ltd,KJMCCORP,,"12.171964",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saboo Brothers Ltd,SABOOBR,,"12.161919",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motilal Oswal S&P BSE Low Volatility ETF,MOLOWVOL,"Equity","12.120252429999999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narendra Properties Ltd,NARPROP,,"12.116412",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jetmall Spices and Masala Ltd,JETMALL,,"12.105658",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diggi Multitrade Ltd,DML,,"12.096875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shyam Telecom Ltd,SHYAMTEL,"Telecom Equipments","12.0589",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kore Foods Ltd,KORE,"FMCG - Foods","12.05775",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sprayking Agro Equipment Ltd,SPRAYKING,"Agricultural & Farm Machinery","12.0565222",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ganon Products Ltd,GANONPRO,"0","12.008996999999999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Octal Credit Capital Ltd,OCTAL,"Diversified Financials","12.00216",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frontline corporation Ltd,FRONTCORP,,"12",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC Gas (International) Ltd,ABCGAS,"Metals - Copper","11.979",,,,,,,,,,,,,,,,,,,,,,,,,,,,
R J Shah and Company Ltd,RJSHAH,"Construction & Engineering","11.96027",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiduja India Ltd,KIDUJA,"Investment Banking & Brokerage","11.95355",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCM Financial Services Ltd,DCMFINSERV,"Consumer Finance","11.94752916",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalyani Commercials Ltd,KALYANI,"Consumer Finance","11.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,
